,state,country,Lat,Long,date,confirmed,deaths,recovered,active,population,density,fertility,age,urban_percentage,icu,index,humidity,sunHour,tempC,windspeedKmph
4311,Inner Mongolia,China,44.0935,113.9448,14-03-2020,75,1,71,3,1438207241,153,1.7,38,0.61,4.2,4551,17,11.6,15,15
4312,Jiangsu,China,32.9711,119.455,14-03-2020,631,0,630,1,1438207241,153,1.7,38,0.61,4.2,4552,17,11.6,15,15
4313,Jiangxi,China,27.614,115.7221,14-03-2020,935,1,934,0,1438207241,153,1.7,38,0.61,4.2,4553,17,11.6,15,15
4314,Jilin,China,43.6661,126.1923,14-03-2020,93,1,91,1,1438207241,153,1.7,38,0.61,4.2,4554,17,11.6,15,15
4315,Liaoning,China,41.2956,122.6085,14-03-2020,125,1,113,11,1438207241,153,1.7,38,0.61,4.2,4555,17,11.6,15,15
4316,Macau,China,22.1667,113.55,14-03-2020,10,0,10,0,1438207241,153,1.7,38,0.61,4.2,4556,17,11.6,15,15
4317,Ningxia,China,37.2692,106.1655,14-03-2020,75,0,73,2,1438207241,153,1.7,38,0.61,4.2,4557,17,11.6,15,15
4318,Qinghai,China,35.7452,95.9956,14-03-2020,18,0,18,0,1438207241,153,1.7,38,0.61,4.2,4558,17,11.6,15,15
4319,Shaanxi,China,35.1917,108.8701,14-03-2020,245,2,232,11,1438207241,153,1.7,38,0.61,4.2,4559,17,11.6,15,15
4320,Shandong,China,36.3427,118.1498,14-03-2020,760,7,741,12,1438207241,153,1.7,38,0.61,4.2,4560,17,11.6,15,15
4321,Shanghai,China,31.202,121.4491,14-03-2020,353,3,324,26,1438207241,153,1.7,38,0.61,4.2,4561,17,11.6,15,15
4322,Shanxi,China,37.5777,112.2922,14-03-2020,133,0,133,0,1438207241,153,1.7,38,0.61,4.2,4562,17,11.6,15,15
4323,Sichuan,China,30.6171,102.7103,14-03-2020,539,3,511,25,1438207241,153,1.7,38,0.61,4.2,4563,17,11.6,15,15
4324,Tianjin,China,39.3054,117.323,14-03-2020,136,3,132,1,1438207241,153,1.7,38,0.61,4.2,4564,17,11.6,15,15
4325,Tibet,China,31.6927,88.0924,14-03-2020,1,0,1,0,1438207241,153,1.7,38,0.61,4.2,4565,17,11.6,15,15
4326,Xinjiang,China,41.1129,85.2401,14-03-2020,76,3,73,0,1438207241,153,1.7,38,0.61,4.2,4566,17,11.6,15,15
4327,Yunnan,China,24.974,101.487,14-03-2020,174,2,172,0,1438207241,153,1.7,38,0.61,4.2,4567,17,11.6,15,15
4328,Zhejiang,China,29.1832,120.0934,14-03-2020,1227,1,1211,15,1438207241,153,1.7,38,0.61,4.2,4568,17,11.6,15,15
4329,Anhui,China,31.8257,117.2264,15-03-2020,990,6,984,0,1438207241,153,1.7,38,0.61,4.2,4569,28,11.6,18,9
4330,Beijing,China,40.1824,116.4142,15-03-2020,442,8,353,81,1438207241,153,1.7,38,0.61,4.2,4570,28,11.6,18,9
4331,Chongqing,China,30.0572,107.874,15-03-2020,576,6,570,0,1438207241,153,1.7,38,0.61,4.2,4571,28,11.6,18,9
4332,Fujian,China,26.0789,117.9874,15-03-2020,296,1,295,0,1438207241,153,1.7,38,0.61,4.2,4572,28,11.6,18,9
4333,Gansu,China,37.8099,101.0583,15-03-2020,133,2,91,40,1438207241,153,1.7,38,0.61,4.2,4573,28,11.6,18,9
4334,Guangdong,China,23.3417,113.4244,15-03-2020,1360,8,1304,48,1438207241,153,1.7,38,0.61,4.2,4574,28,11.6,18,9
4335,Guangxi,China,23.8298,108.7881,15-03-2020,252,2,243,7,1438207241,153,1.7,38,0.61,4.2,4575,28,11.6,18,9
4336,Guizhou,China,26.8154,106.8748,15-03-2020,146,2,143,1,1438207241,153,1.7,38,0.61,4.2,4576,28,11.6,18,9
4337,Hainan,China,19.1959,109.7453,15-03-2020,168,6,160,2,1438207241,153,1.7,38,0.61,4.2,4577,28,11.6,18,9
4338,Hebei,China,39.549,116.1306,15-03-2020,318,6,310,2,1438207241,153,1.7,38,0.61,4.2,4578,28,11.6,18,9
4339,Heilongjiang,China,47.862,127.7615,15-03-2020,482,13,453,16,1438207241,153,1.7,38,0.61,4.2,4579,28,11.6,18,9
4340,Henan,China,33.882,113.614,15-03-2020,1273,22,1250,1,1438207241,153,1.7,38,0.61,4.2,4580,28,11.6,18,9
4341,Hong Kong,China,22.3,114.2,15-03-2020,145,4,81,60,1438207241,153,1.7,38,0.61,4.2,4581,28,11.6,18,9
4342,Hubei,China,30.9756,112.2707,15-03-2020,67794,3085,54288,10421,1438207241,153,1.7,38,0.61,4.2,4582,28,11.6,18,9
4343,Hunan,China,27.6104,111.7088,15-03-2020,1018,4,1014,0,1438207241,153,1.7,38,0.61,4.2,4583,28,11.6,18,9
4344,Inner Mongolia,China,44.0935,113.9448,15-03-2020,75,1,71,3,1438207241,153,1.7,38,0.61,4.2,4584,28,11.6,18,9
4345,Jiangsu,China,32.9711,119.455,15-03-2020,631,0,631,0,1438207241,153,1.7,38,0.61,4.2,4585,28,11.6,18,9
4346,Jiangxi,China,27.614,115.7221,15-03-2020,935,1,934,0,1438207241,153,1.7,38,0.61,4.2,4586,28,11.6,18,9
4347,Jilin,China,43.6661,126.1923,15-03-2020,93,1,91,1,1438207241,153,1.7,38,0.61,4.2,4587,28,11.6,18,9
4348,Liaoning,China,41.2956,122.6085,15-03-2020,125,1,114,10,1438207241,153,1.7,38,0.61,4.2,4588,28,11.6,18,9
4349,Macau,China,22.1667,113.55,15-03-2020,10,0,10,0,1438207241,153,1.7,38,0.61,4.2,4589,28,11.6,18,9
4350,Ningxia,China,37.2692,106.1655,15-03-2020,75,0,73,2,1438207241,153,1.7,38,0.61,4.2,4590,28,11.6,18,9
4351,Qinghai,China,35.7452,95.9956,15-03-2020,18,0,18,0,1438207241,153,1.7,38,0.61,4.2,4591,28,11.6,18,9
4352,Shaanxi,China,35.1917,108.8701,15-03-2020,245,2,232,11,1438207241,153,1.7,38,0.61,4.2,4592,28,11.6,18,9
4353,Shandong,China,36.3427,118.1498,15-03-2020,760,7,741,12,1438207241,153,1.7,38,0.61,4.2,4593,28,11.6,18,9
4354,Shanghai,China,31.202,121.4491,15-03-2020,353,3,324,26,1438207241,153,1.7,38,0.61,4.2,4594,28,11.6,18,9
4355,Shanxi,China,37.5777,112.2922,15-03-2020,133,0,133,0,1438207241,153,1.7,38,0.61,4.2,4595,28,11.6,18,9
4356,Sichuan,China,30.6171,102.7103,15-03-2020,539,3,516,20,1438207241,153,1.7,38,0.61,4.2,4596,28,11.6,18,9
4357,Tianjin,China,39.3054,117.323,15-03-2020,136,3,133,0,1438207241,153,1.7,38,0.61,4.2,4597,28,11.6,18,9
4358,Tibet,China,31.6927,88.0924,15-03-2020,1,0,1,0,1438207241,153,1.7,38,0.61,4.2,4598,28,11.6,18,9
4359,Xinjiang,China,41.1129,85.2401,15-03-2020,76,3,73,0,1438207241,153,1.7,38,0.61,4.2,4599,28,11.6,18,9
4360,Yunnan,China,24.974,101.487,15-03-2020,174,2,172,0,1438207241,153,1.7,38,0.61,4.2,4600,28,11.6,18,9
4361,Zhejiang,China,29.1832,120.0934,15-03-2020,1231,1,1211,19,1438207241,153,1.7,38,0.61,4.2,4601,28,11.6,18,9
4362,Anhui,China,31.8257,117.2264,16-03-2020,990,6,984,0,1438207241,153,1.7,38,0.61,4.2,4602,36,11.6,18,7
4363,Beijing,China,40.1824,116.4142,16-03-2020,452,8,360,84,1438207241,153,1.7,38,0.61,4.2,4603,36,11.6,18,7
4364,Chongqing,China,30.0572,107.874,16-03-2020,576,6,570,0,1438207241,153,1.7,38,0.61,4.2,4604,36,11.6,18,7
4365,Fujian,China,26.0789,117.9874,16-03-2020,296,1,295,0,1438207241,153,1.7,38,0.61,4.2,4605,36,11.6,18,7
4366,Gansu,China,37.8099,101.0583,16-03-2020,133,2,91,40,1438207241,153,1.7,38,0.61,4.2,4606,36,11.6,18,7
4367,Guangdong,China,23.3417,113.4244,16-03-2020,1361,8,1306,47,1438207241,153,1.7,38,0.61,4.2,4607,36,11.6,18,7
4368,Guangxi,China,23.8298,108.7881,16-03-2020,252,2,248,2,1438207241,153,1.7,38,0.61,4.2,4608,36,11.6,18,7
4369,Guizhou,China,26.8154,106.8748,16-03-2020,146,2,144,0,1438207241,153,1.7,38,0.61,4.2,4609,36,11.6,18,7
4370,Hainan,China,19.1959,109.7453,16-03-2020,168,6,161,1,1438207241,153,1.7,38,0.61,4.2,4610,36,11.6,18,7
4371,Hebei,China,39.549,116.1306,16-03-2020,318,6,310,2,1438207241,153,1.7,38,0.61,4.2,4611,36,11.6,18,7
4372,Heilongjiang,China,47.862,127.7615,16-03-2020,482,13,455,14,1438207241,153,1.7,38,0.61,4.2,4612,36,11.6,18,7
4373,Henan,China,33.882,113.614,16-03-2020,1273,22,1250,1,1438207241,153,1.7,38,0.61,4.2,4613,36,11.6,18,7
4374,Hong Kong,China,22.3,114.2,16-03-2020,155,4,84,67,1438207241,153,1.7,38,0.61,4.2,4614,36,11.6,18,7
4375,Hubei,China,30.9756,112.2707,16-03-2020,67798,3099,55142,9557,1438207241,153,1.7,38,0.61,4.2,4615,36,11.6,18,7
4376,Hunan,China,27.6104,111.7088,16-03-2020,1018,4,1014,0,1438207241,153,1.7,38,0.61,4.2,4616,36,11.6,18,7
4377,Inner Mongolia,China,44.0935,113.9448,16-03-2020,75,1,73,1,1438207241,153,1.7,38,0.61,4.2,4617,36,11.6,18,7
4378,Jiangsu,China,32.9711,119.455,16-03-2020,631,0,631,0,1438207241,153,1.7,38,0.61,4.2,4618,36,11.6,18,7
4379,Jiangxi,China,27.614,115.7221,16-03-2020,935,1,934,0,1438207241,153,1.7,38,0.61,4.2,4619,36,11.6,18,7
4380,Jilin,China,43.6661,126.1923,16-03-2020,93,1,92,0,1438207241,153,1.7,38,0.61,4.2,4620,36,11.6,18,7
4381,Liaoning,China,41.2956,122.6085,16-03-2020,125,1,115,9,1438207241,153,1.7,38,0.61,4.2,4621,36,11.6,18,7
4382,Macau,China,22.1667,113.55,16-03-2020,11,0,10,1,1438207241,153,1.7,38,0.61,4.2,4622,36,11.6,18,7
4383,Ningxia,China,37.2692,106.1655,16-03-2020,75,0,75,0,1438207241,153,1.7,38,0.61,4.2,4623,36,11.6,18,7
4384,Qinghai,China,35.7452,95.9956,16-03-2020,18,0,18,0,1438207241,153,1.7,38,0.61,4.2,4624,36,11.6,18,7
4385,Shaanxi,China,35.1917,108.8701,16-03-2020,245,2,233,10,1438207241,153,1.7,38,0.61,4.2,4625,36,11.6,18,7
4386,Shandong,China,36.3427,118.1498,16-03-2020,760,7,746,7,1438207241,153,1.7,38,0.61,4.2,4626,36,11.6,18,7
4387,Shanghai,China,31.202,121.4491,16-03-2020,355,3,325,27,1438207241,153,1.7,38,0.61,4.2,4627,36,11.6,18,7
4388,Shanxi,China,37.5777,112.2922,16-03-2020,133,0,133,0,1438207241,153,1.7,38,0.61,4.2,4628,36,11.6,18,7
4389,Sichuan,China,30.6171,102.7103,16-03-2020,539,3,516,20,1438207241,153,1.7,38,0.61,4.2,4629,36,11.6,18,7
4390,Tianjin,China,39.3054,117.323,16-03-2020,136,3,133,0,1438207241,153,1.7,38,0.61,4.2,4630,36,11.6,18,7
4391,Tibet,China,31.6927,88.0924,16-03-2020,1,0,1,0,1438207241,153,1.7,38,0.61,4.2,4631,36,11.6,18,7
4392,Xinjiang,China,41.1129,85.2401,16-03-2020,76,3,73,0,1438207241,153,1.7,38,0.61,4.2,4632,36,11.6,18,7
4393,Yunnan,China,24.974,101.487,16-03-2020,176,2,172,2,1438207241,153,1.7,38,0.61,4.2,4633,36,11.6,18,7
4394,Zhejiang,China,29.1832,120.0934,16-03-2020,1231,1,1216,14,1438207241,153,1.7,38,0.61,4.2,4634,36,11.6,18,7
4395,Anhui,China,31.8257,117.2264,17-03-2020,990,6,984,0,1438207241,153,1.7,38,0.61,4.2,4635,20,11.6,22,8
4396,Beijing,China,40.1824,116.4142,17-03-2020,456,8,369,79,1438207241,153,1.7,38,0.61,4.2,4636,20,11.6,22,8
4397,Chongqing,China,30.0572,107.874,17-03-2020,576,6,570,0,1438207241,153,1.7,38,0.61,4.2,4637,20,11.6,22,8
4398,Fujian,China,26.0789,117.9874,17-03-2020,296,1,295,0,1438207241,153,1.7,38,0.61,4.2,4638,20,11.6,22,8
4399,Gansu,China,37.8099,101.0583,17-03-2020,133,2,91,40,1438207241,153,1.7,38,0.61,4.2,4639,20,11.6,22,8
4400,Guangdong,China,23.3417,113.4244,17-03-2020,1364,8,1307,49,1438207241,153,1.7,38,0.61,4.2,4640,20,11.6,22,8
4401,Guangxi,China,23.8298,108.7881,17-03-2020,253,2,248,3,1438207241,153,1.7,38,0.61,4.2,4641,20,11.6,22,8
4402,Guizhou,China,26.8154,106.8748,17-03-2020,147,2,144,1,1438207241,153,1.7,38,0.61,4.2,4642,20,11.6,22,8
4403,Hainan,China,19.1959,109.7453,17-03-2020,168,6,161,1,1438207241,153,1.7,38,0.61,4.2,4643,20,11.6,22,8
4404,Hebei,China,39.549,116.1306,17-03-2020,318,6,310,2,1438207241,153,1.7,38,0.61,4.2,4644,20,11.6,22,8
4405,Heilongjiang,China,47.862,127.7615,17-03-2020,482,13,456,13,1438207241,153,1.7,38,0.61,4.2,4645,20,11.6,22,8
4406,Henan,China,33.882,113.614,17-03-2020,1273,22,1250,1,1438207241,153,1.7,38,0.61,4.2,4646,20,11.6,22,8
4407,Hong Kong,China,22.3,114.2,17-03-2020,162,4,88,70,1438207241,153,1.7,38,0.61,4.2,4647,20,11.6,22,8
4408,Hubei,China,30.9756,112.2707,17-03-2020,67799,3111,56003,8685,1438207241,153,1.7,38,0.61,4.2,4648,20,11.6,22,8
4409,Hunan,China,27.6104,111.7088,17-03-2020,1018,4,1014,0,1438207241,153,1.7,38,0.61,4.2,4649,20,11.6,22,8
4410,Inner Mongolia,China,44.0935,113.9448,17-03-2020,75,1,73,1,1438207241,153,1.7,38,0.61,4.2,4650,20,11.6,22,8
4411,Jiangsu,China,32.9711,119.455,17-03-2020,631,0,631,0,1438207241,153,1.7,38,0.61,4.2,4651,20,11.6,22,8
4412,Jiangxi,China,27.614,115.7221,17-03-2020,935,1,934,0,1438207241,153,1.7,38,0.61,4.2,4652,20,11.6,22,8
4413,Jilin,China,43.6661,126.1923,17-03-2020,93,1,92,0,1438207241,153,1.7,38,0.61,4.2,4653,20,11.6,22,8
4414,Liaoning,China,41.2956,122.6085,17-03-2020,125,1,120,4,1438207241,153,1.7,38,0.61,4.2,4654,20,11.6,22,8
4415,Macau,China,22.1667,113.55,17-03-2020,12,0,10,2,1438207241,153,1.7,38,0.61,4.2,4655,20,11.6,22,8
4416,Ningxia,China,37.2692,106.1655,17-03-2020,75,0,75,0,1438207241,153,1.7,38,0.61,4.2,4656,20,11.6,22,8
4417,Qinghai,China,35.7452,95.9956,17-03-2020,18,0,18,0,1438207241,153,1.7,38,0.61,4.2,4657,20,11.6,22,8
4418,Shaanxi,China,35.1917,108.8701,17-03-2020,246,3,236,7,1438207241,153,1.7,38,0.61,4.2,4658,20,11.6,22,8
4419,Shandong,China,36.3427,118.1498,17-03-2020,761,7,746,8,1438207241,153,1.7,38,0.61,4.2,4659,20,11.6,22,8
4420,Shanghai,China,31.202,121.4491,17-03-2020,358,3,325,30,1438207241,153,1.7,38,0.61,4.2,4660,20,11.6,22,8
4421,Shanxi,China,37.5777,112.2922,17-03-2020,133,0,133,0,1438207241,153,1.7,38,0.61,4.2,4661,20,11.6,22,8
4422,Sichuan,China,30.6171,102.7103,17-03-2020,540,3,520,17,1438207241,153,1.7,38,0.61,4.2,4662,20,11.6,22,8
4423,Tianjin,China,39.3054,117.323,17-03-2020,136,3,133,0,1438207241,153,1.7,38,0.61,4.2,4663,20,11.6,22,8
4424,Tibet,China,31.6927,88.0924,17-03-2020,1,0,1,0,1438207241,153,1.7,38,0.61,4.2,4664,20,11.6,22,8
4425,Xinjiang,China,41.1129,85.2401,17-03-2020,76,3,73,0,1438207241,153,1.7,38,0.61,4.2,4665,20,11.6,22,8
4426,Yunnan,China,24.974,101.487,17-03-2020,176,2,172,2,1438207241,153,1.7,38,0.61,4.2,4666,20,11.6,22,8
4427,Zhejiang,China,29.1832,120.0934,17-03-2020,1232,1,1216,15,1438207241,153,1.7,38,0.61,4.2,4667,20,11.6,22,8
4428,Anhui,China,31.8257,117.2264,18-03-2020,990,6,984,0,1438207241,153,1.7,38,0.61,4.2,4668,19,8.8,24,16
4429,Beijing,China,40.1824,116.4142,18-03-2020,469,8,378,83,1438207241,153,1.7,38,0.61,4.2,4669,19,8.8,24,16
4430,Chongqing,China,30.0572,107.874,18-03-2020,576,6,570,0,1438207241,153,1.7,38,0.61,4.2,4670,19,8.8,24,16
4431,Fujian,China,26.0789,117.9874,18-03-2020,296,1,295,0,1438207241,153,1.7,38,0.61,4.2,4671,19,8.8,24,16
4432,Gansu,China,37.8099,101.0583,18-03-2020,133,2,91,40,1438207241,153,1.7,38,0.61,4.2,4672,19,8.8,24,16
4433,Guangdong,China,23.3417,113.4244,18-03-2020,1370,8,1313,49,1438207241,153,1.7,38,0.61,4.2,4673,19,8.8,24,16
4434,Guangxi,China,23.8298,108.7881,18-03-2020,253,2,250,1,1438207241,153,1.7,38,0.61,4.2,4674,19,8.8,24,16
4435,Guizhou,China,26.8154,106.8748,18-03-2020,146,2,144,0,1438207241,153,1.7,38,0.61,4.2,4675,19,8.8,24,16
4436,Hainan,China,19.1959,109.7453,18-03-2020,168,6,161,1,1438207241,153,1.7,38,0.61,4.2,4676,19,8.8,24,16
4437,Hebei,China,39.549,116.1306,18-03-2020,318,6,310,2,1438207241,153,1.7,38,0.61,4.2,4677,19,8.8,24,16
4438,Heilongjiang,China,47.862,127.7615,18-03-2020,482,13,459,10,1438207241,153,1.7,38,0.61,4.2,4678,19,8.8,24,16
4439,Henan,China,33.882,113.614,18-03-2020,1273,22,1250,1,1438207241,153,1.7,38,0.61,4.2,4679,19,8.8,24,16
4440,Hong Kong,China,22.3,114.2,18-03-2020,181,4,92,85,1438207241,153,1.7,38,0.61,4.2,4680,19,8.8,24,16
4441,Hubei,China,30.9756,112.2707,18-03-2020,67800,3122,56927,7751,1438207241,153,1.7,38,0.61,4.2,4681,19,8.8,24,16
4442,Hunan,China,27.6104,111.7088,18-03-2020,1018,4,1014,0,1438207241,153,1.7,38,0.61,4.2,4682,19,8.8,24,16
4443,Inner Mongolia,China,44.0935,113.9448,18-03-2020,75,1,73,1,1438207241,153,1.7,38,0.61,4.2,4683,19,8.8,24,16
4444,Jiangsu,China,32.9711,119.455,18-03-2020,631,0,631,0,1438207241,153,1.7,38,0.61,4.2,4684,19,8.8,24,16
4445,Jiangxi,China,27.614,115.7221,18-03-2020,935,1,934,0,1438207241,153,1.7,38,0.61,4.2,4685,19,8.8,24,16
4446,Jilin,China,43.6661,126.1923,18-03-2020,93,1,92,0,1438207241,153,1.7,38,0.61,4.2,4686,19,8.8,24,16
4447,Liaoning,China,41.2956,122.6085,18-03-2020,125,1,122,2,1438207241,153,1.7,38,0.61,4.2,4687,19,8.8,24,16
4448,Macau,China,22.1667,113.55,18-03-2020,15,0,10,5,1438207241,153,1.7,38,0.61,4.2,4688,19,8.8,24,16
4449,Ningxia,China,37.2692,106.1655,18-03-2020,75,0,75,0,1438207241,153,1.7,38,0.61,4.2,4689,19,8.8,24,16
4450,Qinghai,China,35.7452,95.9956,18-03-2020,18,0,18,0,1438207241,153,1.7,38,0.61,4.2,4690,19,8.8,24,16
4451,Shaanxi,China,35.1917,108.8701,18-03-2020,246,3,237,6,1438207241,153,1.7,38,0.61,4.2,4691,19,8.8,24,16
4452,Shandong,China,36.3427,118.1498,18-03-2020,761,7,746,8,1438207241,153,1.7,38,0.61,4.2,4692,19,8.8,24,16
4453,Shanghai,China,31.202,121.4491,18-03-2020,361,3,326,32,1438207241,153,1.7,38,0.61,4.2,4693,19,8.8,24,16
4454,Shanxi,China,37.5777,112.2922,18-03-2020,133,0,133,0,1438207241,153,1.7,38,0.61,4.2,4694,19,8.8,24,16
4455,Sichuan,China,30.6171,102.7103,18-03-2020,540,3,525,12,1438207241,153,1.7,38,0.61,4.2,4695,19,8.8,24,16
4456,Tianjin,China,39.3054,117.323,18-03-2020,136,3,133,0,1438207241,153,1.7,38,0.61,4.2,4696,19,8.8,24,16
4457,Tibet,China,31.6927,88.0924,18-03-2020,1,0,1,0,1438207241,153,1.7,38,0.61,4.2,4697,19,8.8,24,16
4458,Xinjiang,China,41.1129,85.2401,18-03-2020,76,3,73,0,1438207241,153,1.7,38,0.61,4.2,4698,19,8.8,24,16
4459,Yunnan,China,24.974,101.487,18-03-2020,176,2,172,2,1438207241,153,1.7,38,0.61,4.2,4699,19,8.8,24,16
4460,Zhejiang,China,29.1832,120.0934,18-03-2020,1232,1,1216,15,1438207241,153,1.7,38,0.61,4.2,4700,19,8.8,24,16
4461,Anhui,China,31.8257,117.2264,19-03-2020,990,6,984,0,1438207241,153,1.7,38,0.61,4.2,4701,13,11.6,18,18
4462,Beijing,China,40.1824,116.4142,19-03-2020,480,8,380,92,1438207241,153,1.7,38,0.61,4.2,4702,13,11.6,18,18
4463,Chongqing,China,30.0572,107.874,19-03-2020,576,6,570,0,1438207241,153,1.7,38,0.61,4.2,4703,13,11.6,18,18
4464,Fujian,China,26.0789,117.9874,19-03-2020,296,1,295,0,1438207241,153,1.7,38,0.61,4.2,4704,13,11.6,18,18
4465,Gansu,China,37.8099,101.0583,19-03-2020,134,2,91,41,1438207241,153,1.7,38,0.61,4.2,4705,13,11.6,18,18
4466,Guangdong,China,23.3417,113.4244,19-03-2020,1378,8,1318,52,1438207241,153,1.7,38,0.61,4.2,4706,13,11.6,18,18
4467,Guangxi,China,23.8298,108.7881,19-03-2020,253,2,250,1,1438207241,153,1.7,38,0.61,4.2,4707,13,11.6,18,18
4468,Guizhou,China,26.8154,106.8748,19-03-2020,146,2,144,0,1438207241,153,1.7,38,0.61,4.2,4708,13,11.6,18,18
4469,Hainan,China,19.1959,109.7453,19-03-2020,168,6,161,1,1438207241,153,1.7,38,0.61,4.2,4709,13,11.6,18,18
4470,Hebei,China,39.549,116.1306,19-03-2020,318,6,310,2,1438207241,153,1.7,38,0.61,4.2,4710,13,11.6,18,18
4471,Heilongjiang,China,47.862,127.7615,19-03-2020,483,13,460,10,1438207241,153,1.7,38,0.61,4.2,4711,13,11.6,18,18
4472,Henan,China,33.882,113.614,19-03-2020,1273,22,1250,1,1438207241,153,1.7,38,0.61,4.2,4712,13,11.6,18,18
4473,Hong Kong,China,22.3,114.2,19-03-2020,208,4,95,109,1438207241,153,1.7,38,0.61,4.2,4713,13,11.6,18,18
4474,Hubei,China,30.9756,112.2707,19-03-2020,67800,3130,57682,6988,1438207241,153,1.7,38,0.61,4.2,4714,13,11.6,18,18
4475,Hunan,China,27.6104,111.7088,19-03-2020,1018,4,1014,0,1438207241,153,1.7,38,0.61,4.2,4715,13,11.6,18,18
4476,Inner Mongolia,China,44.0935,113.9448,19-03-2020,75,1,74,0,1438207241,153,1.7,38,0.61,4.2,4716,13,11.6,18,18
4477,Jiangsu,China,32.9711,119.455,19-03-2020,631,0,631,0,1438207241,153,1.7,38,0.61,4.2,4717,13,11.6,18,18
4478,Jiangxi,China,27.614,115.7221,19-03-2020,935,1,934,0,1438207241,153,1.7,38,0.61,4.2,4718,13,11.6,18,18
4479,Jilin,China,43.6661,126.1923,19-03-2020,93,1,92,0,1438207241,153,1.7,38,0.61,4.2,4719,13,11.6,18,18
4480,Liaoning,China,41.2956,122.6085,19-03-2020,125,1,122,2,1438207241,153,1.7,38,0.61,4.2,4720,13,11.6,18,18
4481,Macau,China,22.1667,113.55,19-03-2020,17,0,10,7,1438207241,153,1.7,38,0.61,4.2,4721,13,11.6,18,18
4482,Ningxia,China,37.2692,106.1655,19-03-2020,75,0,75,0,1438207241,153,1.7,38,0.61,4.2,4722,13,11.6,18,18
4483,Qinghai,China,35.7452,95.9956,19-03-2020,18,0,18,0,1438207241,153,1.7,38,0.61,4.2,4723,13,11.6,18,18
4484,Shaanxi,China,35.1917,108.8701,19-03-2020,246,3,237,6,1438207241,153,1.7,38,0.61,4.2,4724,13,11.6,18,18
4485,Shandong,China,36.3427,118.1498,19-03-2020,761,7,747,7,1438207241,153,1.7,38,0.61,4.2,4725,13,11.6,18,18
4486,Shanghai,China,31.202,121.4491,19-03-2020,363,3,326,34,1438207241,153,1.7,38,0.61,4.2,4726,13,11.6,18,18
4487,Shanxi,China,37.5777,112.2922,19-03-2020,133,0,133,0,1438207241,153,1.7,38,0.61,4.2,4727,13,11.6,18,18
4488,Sichuan,China,30.6171,102.7103,19-03-2020,540,3,536,1,1438207241,153,1.7,38,0.61,4.2,4728,13,11.6,18,18
4489,Tianjin,China,39.3054,117.323,19-03-2020,137,3,133,1,1438207241,153,1.7,38,0.61,4.2,4729,13,11.6,18,18
4490,Tibet,China,31.6927,88.0924,19-03-2020,1,0,1,0,1438207241,153,1.7,38,0.61,4.2,4730,13,11.6,18,18
4491,Xinjiang,China,41.1129,85.2401,19-03-2020,76,3,73,0,1438207241,153,1.7,38,0.61,4.2,4731,13,11.6,18,18
4492,Yunnan,China,24.974,101.487,19-03-2020,176,2,172,2,1438207241,153,1.7,38,0.61,4.2,4732,13,11.6,18,18
4493,Zhejiang,China,29.1832,120.0934,19-03-2020,1233,1,1217,15,1438207241,153,1.7,38,0.61,4.2,4733,13,11.6,18,18
4494,Anhui,China,31.8257,117.2264,20-03-2020,990,6,984,0,1438207241,153,1.7,38,0.61,4.2,4734,17,11.6,24,9
4495,Beijing,China,40.1824,116.4142,20-03-2020,491,8,390,93,1438207241,153,1.7,38,0.61,4.2,4735,17,11.6,24,9
4496,Chongqing,China,30.0572,107.874,20-03-2020,576,6,570,0,1438207241,153,1.7,38,0.61,4.2,4736,17,11.6,24,9
4497,Fujian,China,26.0789,117.9874,20-03-2020,299,1,295,3,1438207241,153,1.7,38,0.61,4.2,4737,17,11.6,24,9
4498,Gansu,China,37.8099,101.0583,20-03-2020,134,2,98,34,1438207241,153,1.7,38,0.61,4.2,4738,17,11.6,24,9
4499,Guangdong,China,23.3417,113.4244,20-03-2020,1395,8,1323,64,1438207241,153,1.7,38,0.61,4.2,4739,17,11.6,24,9
4500,Guangxi,China,23.8298,108.7881,20-03-2020,254,2,250,2,1438207241,153,1.7,38,0.61,4.2,4740,17,11.6,24,9
4501,Guizhou,China,26.8154,106.8748,20-03-2020,146,2,144,0,1438207241,153,1.7,38,0.61,4.2,4741,17,11.6,24,9
4502,Hainan,China,19.1959,109.7453,20-03-2020,168,6,161,1,1438207241,153,1.7,38,0.61,4.2,4742,17,11.6,24,9
4503,Hebei,China,39.549,116.1306,20-03-2020,318,6,310,2,1438207241,153,1.7,38,0.61,4.2,4743,17,11.6,24,9
4504,Heilongjiang,China,47.862,127.7615,20-03-2020,484,13,463,8,1438207241,153,1.7,38,0.61,4.2,4744,17,11.6,24,9
4505,Henan,China,33.882,113.614,20-03-2020,1273,22,1250,1,1438207241,153,1.7,38,0.61,4.2,4745,17,11.6,24,9
4506,Hong Kong,China,22.3,114.2,20-03-2020,256,4,98,154,1438207241,153,1.7,38,0.61,4.2,4746,17,11.6,24,9
4507,Hubei,China,30.9756,112.2707,20-03-2020,67800,3133,58382,6285,1438207241,153,1.7,38,0.61,4.2,4747,17,11.6,24,9
4508,Hunan,China,27.6104,111.7088,20-03-2020,1018,4,1014,0,1438207241,153,1.7,38,0.61,4.2,4748,17,11.6,24,9
4509,Inner Mongolia,China,44.0935,113.9448,20-03-2020,75,1,74,0,1438207241,153,1.7,38,0.61,4.2,4749,17,11.6,24,9
